plu,campaign,clasificacion,TIPO_PRENDA,color_comercial,codigo_color,TALLA_EDAD,grupo_articulo,dda,fac,precio,upe,color
1004429,7,Moda,CAMISA MANGA CORTA,Indigo Medio,Indigo Medio,6 to 16 years,CAMISA,52.0,45,59990.0,8.464285598018065e-05,Blue
1004430,7,Moda,CAMISA MANGA CORTA,Indigo Medio,Indigo Medio,6 to 16 years,CAMISA,46.0,46,59990.0,7.955614588521787e-05,Blue
1004431,7,Moda,CAMISA MANGA CORTA,Indigo Medio,Indigo Medio,6 to 16 years,CAMISA,42.0,42,59990.0,7.924169471571107e-05,Blue
1004432,7,Moda,CAMISA MANGA CORTA,Indigo Medio,Indigo Medio,6 to 16 years,CAMISA,68.0,29,59990.0,8.301510874979258e-05,Blue
1004434,7,Moda,CAMISA MANGA CORTA,Indigo Medio,Indigo Medio,6 to 16 years,CAMISA,28.0,28,59990.0,8.015251879290309e-05,Blue
1004435,7,Moda,CAMISA MANGA CORTA,Indigo Medio,Indigo Medio,6 to 16 years,CAMISA,27.0,27,59990.0,8.301510874979249e-05,Blue
1004469,7,Moda,CONJUNTO CORTO,Verde,Verde 19-0414,6 to 16 years,CONJUNTO,106.0,106,75990.0,8.07302892429176e-05,Green
1004470,7,Moda,CONJUNTO CORTO,Arena,Amarillo 11-0104,6 to 16 years,CONJUNTO,84.0,84,75990.0,8.108452482537882e-05,Yellow
1004471,7,Moda,CONJUNTO CORTO,Verde,Verde 19-0414,6 to 16 years,CONJUNTO,107.0,106,75990.0,8.301510874979262e-05,Green
1004472,7,Moda,CONJUNTO CORTO,Arena,Amarillo 11-0104,6 to 16 years,CONJUNTO,59.0,59,75990.0,8.02933019055371e-05,Yellow
1004473,7,Moda,CONJUNTO CORTO,Verde,Verde 19-0414,6 to 16 years,CONJUNTO,97.0,91,75990.0,8.301510874979262e-05,Green
1004474,7,Moda,CONJUNTO CORTO,Arena,Amarillo 11-0104,6 to 16 years,CONJUNTO,67.0,67,75990.0,8.060887371356673e-05,Yellow
1004475,7,Moda,CONJUNTO CORTO,Verde,Verde 19-0414,6 to 16 years,CONJUNTO,93.0,87,75990.0,8.391744688837731e-05,Green
1004476,7,Moda,CONJUNTO CORTO,Arena,Amarillo 11-0104,6 to 16 years,CONJUNTO,59.0,59,75990.0,8.44464037282373e-05,Yellow
1004479,7,Moda,CONJUNTO CORTO,Verde,Verde 19-0414,6 to 16 years,CONJUNTO,122.0,110,75990.0,8.43986938956225e-05,Green
1004480,7,Moda,CONJUNTO CORTO,Arena,Amarillo 11-0104,6 to 16 years,CONJUNTO,60.0,60,75990.0,8.442214449131449e-05,Yellow
1004481,7,Moda,CONJUNTO CORTO,Verde,Verde 19-0414,6 to 16 years,CONJUNTO,119.0,108,75990.0,8.097375361660101e-05,Green
1004482,7,Moda,CONJUNTO CORTO,Arena,Amarillo 11-0104,6 to 16 years,CONJUNTO,81.0,81,75990.0,7.728992883601381e-05,Yellow
1004628,7,Moda,CHAQUETA,Indigo Oscuro,Indigo Oscuro,2 to 5 years,BUZO O CHAQUETA,2.0,2,99990.0,5.534340583319497e-05,Blue
1004629,7,Moda,CHAQUETA,Indigo Oscuro,Indigo Oscuro,2 to 5 years,BUZO O CHAQUETA,8.0,8,99990.0,8.301510874979246e-05,Blue
1004630,7,Moda,CHAQUETA,Indigo Oscuro,Indigo Oscuro,2 to 5 years,BUZO O CHAQUETA,20.0,20,99990.0,8.738432499978154e-05,Blue
1004631,7,Moda,CHAQUETA,Indigo Oscuro,Indigo Oscuro,2 to 5 years,BUZO O CHAQUETA,22.0,22,99990.0,8.696820916644924e-05,Blue
1004632,7,Moda,CHAQUETA,Indigo Oscuro,Indigo Oscuro,2 to 5 years,BUZO O CHAQUETA,22.0,22,99990.0,7.940575619545366e-05,Blue
1004633,7,Moda,CAMISETA MANGA SISA,Azul,Azul 19-4024,6 to 16 years,CAMISETA,102.0,0,27990.0,8.383704051959254e-05,Blue
1004634,7,Moda,CAMISETA MANGA SISA,Blanco,Blanco 10-0000,6 to 16 years,CAMISETA,66.0,31,27990.0,8.30151087497926e-05,White
1004635,7,Moda,CAMISETA MANGA SISA,Azul,Azul 19-4024,6 to 16 years,CAMISETA,95.0,0,27990.0,8.301510874979262e-05,Blue
1004636,7,Moda,CAMISETA MANGA SISA,Blanco,Blanco 10-0000,6 to 16 years,CAMISETA,55.0,22,27990.0,8.153269609354628e-05,White
1004637,7,Moda,CAMISETA MANGA SISA,Azul,Azul 19-4024,6 to 16 years,CAMISETA,75.0,0,27990.0,8.301510874979261e-05,Blue
1004638,7,Moda,CAMISETA MANGA SISA,Blanco,Blanco 10-0000,6 to 16 years,CAMISETA,56.0,15,27990.0,8.155870333312955e-05,White
1004639,7,Moda,CAMISETA MANGA SISA,Azul,Azul 19-4024,6 to 16 years,CAMISETA,84.0,3,27990.0,8.401529078292264e-05,Blue
1004640,7,Moda,CAMISETA MANGA SISA,Blanco,Blanco 10-0000,6 to 16 years,CAMISETA,45.0,18,27990.0,8.49018157668333e-05,White
1004643,7,Moda,CAMISETA MANGA SISA,Azul,Azul 19-4024,6 to 16 years,CAMISETA,99.0,0,27990.0,8.301510874979262e-05,Blue
1004644,7,Moda,CAMISETA MANGA SISA,Blanco,Blanco 10-0000,6 to 16 years,CAMISETA,63.0,25,27990.0,8.30151087497926e-05,White
1004645,7,Moda,CAMISETA MANGA SISA,Azul,Azul 19-4024,6 to 16 years,CAMISETA,89.0,2,27990.0,8.301510874979262e-05,Blue
1004646,7,Moda,CAMISETA MANGA SISA,Blanco,Blanco 10-0000,6 to 16 years,CAMISETA,59.0,22,27990.0,8.163152360396271e-05,White
1004648,7,Moda,CONJUNTO LARGO,Café,Verde 16-0213,0 to 24 months,CONJUNTO,112.0,48,45990.0,8.452447436342523e-05,Brown
1004650,7,Moda,CONJUNTO LARGO,Café,Verde 16-0213,0 to 24 months,CONJUNTO,358.0,90,45990.0,8.419096014851493e-05,Brown
1004652,7,Moda,CONJUNTO LARGO,Café,Verde 16-0213,0 to 24 months,CONJUNTO,495.0,113,45990.0,8.234965697624723e-05,Brown
1004654,7,Moda,CONJUNTO LARGO,Café,Verde 16-0213,0 to 24 months,CONJUNTO,304.0,60,45990.0,8.38425018602557e-05,Brown
1004656,7,Moda,CONJUNTO LARGO,Café,Verde 16-0213,0 to 24 months,CONJUNTO,426.0,86,45990.0,8.440199600814242e-05,Brown
1004657,7,Moda,BODY MANGA CORTA,Azul,Azul 19-4024,0 to 24 months,BODY,151.0,16,19990.0,8.301510874979264e-05,Blue
1004659,7,Moda,BODY MANGA CORTA,Azul,Azul 19-4024,0 to 24 months,BODY,371.0,52,19990.0,8.369186235373118e-05,Blue
1004661,7,Moda,BODY MANGA CORTA,Azul,Azul 19-4024,0 to 24 months,BODY,492.0,72,19990.0,8.284672110526976e-05,Blue
1004663,7,Moda,BODY MANGA CORTA,Azul,Azul 19-4024,0 to 24 months,BODY,319.0,50,19990.0,8.353886337912889e-05,Blue
1004665,7,Moda,BODY MANGA CORTA,Azul,Azul 19-4024,0 to 24 months,BODY,352.0,54,19990.0,8.32516190311311e-05,Blue
1004733,7,Moda,SHORT,Rosado,Rosa 13-1310,6 to 16 years,PANTALON CORTO,136.0,99,39990.0,7.950742809839295e-05,Pink
1004735,7,Moda,SHORT,Rosado,Rosa 13-1310,6 to 16 years,PANTALON CORTO,153.0,97,39990.0,8.301510874979264e-05,Pink
1004737,7,Moda,SHORT,Rosado,Rosa 13-1310,6 to 16 years,PANTALON CORTO,159.0,90,39990.0,8.407262605870719e-05,Pink
1004739,7,Moda,SHORT,Rosado,Rosa 13-1310,6 to 16 years,PANTALON CORTO,155.0,138,39990.0,8.410027357005136e-05,Pink
1004741,7,Moda,SHORT,Rosado,Rosa 13-1310,6 to 16 years,PANTALON CORTO,138.0,43,39990.0,8.241787775159269e-05,Pink
1004743,7,Moda,SHORT,Rosado,Rosa 13-1310,6 to 16 years,PANTALON CORTO,165.0,88,39990.0,8.352129843729137e-05,Pink
1004752,7,Moda,CONJUNTO LARGO,Rosado,Rosa 13-1310,0 to 24 months,CONJUNTO,47.0,40,45990.0,7.962673696408675e-05,Pink
1004753,7,Moda,CONJUNTO LARGO,Amarillo,Amarillo 15-1046,0 to 24 months,CONJUNTO,60.0,49,45990.0,8.165420532766484e-05,Yellow
1004754,7,Moda,CONJUNTO LARGO,Rosado,Rosa 13-1310,0 to 24 months,CONJUNTO,257.0,138,45990.0,8.112122794181259e-05,Pink
1004755,7,Moda,CONJUNTO LARGO,Amarillo,Amarillo 15-1046,0 to 24 months,CONJUNTO,366.0,124,45990.0,8.439869389562253e-05,Yellow
1004756,7,Moda,CONJUNTO LARGO,Rosado,Rosa 13-1310,0 to 24 months,CONJUNTO,490.0,206,45990.0,8.318487379836074e-05,Pink
1004757,7,Moda,CONJUNTO LARGO,Amarillo,Amarillo 15-1046,0 to 24 months,CONJUNTO,724.0,267,45990.0,8.394265186431549e-05,Yellow
1004758,7,Moda,CONJUNTO LARGO,Rosado,Rosa 13-1310,0 to 24 months,CONJUNTO,147.0,88,45990.0,8.135480657479677e-05,Pink
1004759,7,Moda,CONJUNTO LARGO,Amarillo,Amarillo 15-1046,0 to 24 months,CONJUNTO,210.0,69,45990.0,8.262167221543343e-05,Yellow
1004760,7,Moda,CONJUNTO LARGO,Rosado,Rosa 13-1310,0 to 24 months,CONJUNTO,186.0,112,45990.0,7.798389003768399e-05,Pink
1004761,7,Moda,CONJUNTO LARGO,Amarillo,Amarillo 15-1046,0 to 24 months,CONJUNTO,302.0,90,45990.0,8.384803626233238e-05,Yellow
1004788,7,Moda,DENIM,Indigo Medio,Indigo Medio,6 to 16 years,DENIM,42.0,42,95990.0,8.108452482537878e-05,Blue
1004789,7,Moda,DENIM,Indigo Medio,Indigo Medio,6 to 16 years,DENIM,37.0,37,95990.0,8.0830500624798e-05,Blue
1004790,7,Moda,DENIM,Indigo Medio,Indigo Medio,6 to 16 years,DENIM,31.0,30,95990.0,8.301510874979251e-05,Blue
1004791,7,Moda,DENIM,Indigo Medio,Indigo Medio,6 to 16 years,DENIM,29.0,29,95990.0,8.024793845813274e-05,Blue
1004793,7,Moda,DENIM,Indigo Medio,Indigo Medio,6 to 16 years,DENIM,31.0,31,95990.0,8.042088660136149e-05,Blue
1004794,7,Moda,DENIM,Indigo Medio,Indigo Medio,6 to 16 years,DENIM,40.0,40,95990.0,8.51437012818385e-05,Blue
1004795,7,Moda,DENIM,Indigo Medio,Indigo Medio,2 to 5 years,DENIM,35.0,35,85990.0,8.301510874979253e-05,Blue
1004796,7,Moda,DENIM,Indigo Medio,Indigo Medio,2 to 5 years,DENIM,53.0,49,85990.0,8.461155314882706e-05,Blue
1004797,7,Moda,DENIM,Indigo Medio,Indigo Medio,2 to 5 years,DENIM,78.0,78,85990.0,8.196428458840283e-05,Blue
1004798,7,Moda,DENIM,Indigo Medio,Indigo Medio,2 to 5 years,DENIM,86.0,86,85990.0,8.399175708802547e-05,Blue
1004799,7,Moda,DENIM,Indigo Medio,Indigo Medio,2 to 5 years,DENIM,118.0,102,85990.0,8.301510874979262e-05,Blue
1004810,7,Moda,KIMONO,Azul,Azul 19-3830,6 to 16 years,BUZO O CHAQUETA,33.0,15,75990.0,8.30151087497925e-05,Blue
1004811,7,Moda,KIMONO,Gris,Verde 18-0426,6 to 16 years,BUZO O CHAQUETA,17.0,16,75990.0,8.301510874979246e-05,Gray
1004812,7,Moda,KIMONO,Azul,Azul 19-3830,6 to 16 years,BUZO O CHAQUETA,39.0,19,75990.0,8.301510874979254e-05,Blue
1004813,7,Moda,KIMONO,Gris,Verde 18-0426,6 to 16 years,BUZO O CHAQUETA,21.0,8,75990.0,8.301510874979246e-05,Gray
1004814,7,Moda,KIMONO,Azul,Azul 19-3830,6 to 16 years,BUZO O CHAQUETA,45.0,13,75990.0,8.121043247262316e-05,Blue
1004815,7,Moda,KIMONO,Gris,Verde 18-0426,6 to 16 years,BUZO O CHAQUETA,22.0,15,75990.0,7.940575619545366e-05,Gray
1004816,7,Moda,KIMONO,Azul,Azul 19-3830,6 to 16 years,BUZO O CHAQUETA,82.0,21,75990.0,8.301510874979261e-05,Blue
1004817,7,Moda,KIMONO,Gris,Verde 18-0426,6 to 16 years,BUZO O CHAQUETA,33.0,24,75990.0,8.057348790421039e-05,Gray
1004820,7,Moda,KIMONO,Azul,Azul 19-3830,6 to 16 years,BUZO O CHAQUETA,12.0,12,75990.0,8.301510874979246e-05,Blue
1004821,7,Moda,KIMONO,Gris,Verde 18-0426,6 to 16 years,BUZO O CHAQUETA,4.0,4,75990.0,8.301510874979246e-05,Gray
1004822,7,Moda,KIMONO,Azul,Azul 19-3830,6 to 16 years,BUZO O CHAQUETA,9.0,9,75990.0,8.301510874979246e-05,Blue
1004823,7,Moda,KIMONO,Gris,Verde 18-0426,6 to 16 years,BUZO O CHAQUETA,9.0,9,75990.0,8.301510874979246e-05,Gray
1004843,7,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,2 to 5 years,CAMISETA,16.0,16,39990.0,8.301510874979246e-05,White
1004844,7,Moda,CAMISETA MANGA CORTA,Gris Jaspe,Gris Jaspe,2 to 5 years,CAMISETA,16.0,16,39990.0,8.301510874979246e-05,Gray
1004845,7,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,2 to 5 years,CAMISETA,38.0,38,39990.0,8.525876033762477e-05,White
1004846,7,Moda,CAMISETA MANGA CORTA,Gris Jaspe,Gris Jaspe,2 to 5 years,CAMISETA,33.0,33,39990.0,8.057348790421039e-05,Gray
1004847,7,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,2 to 5 years,CAMISETA,46.0,46,39990.0,8.301510874979257e-05,White
1004848,7,Moda,CAMISETA MANGA CORTA,Gris Jaspe,Gris Jaspe,2 to 5 years,CAMISETA,72.0,72,39990.0,8.301510874979261e-05,Gray
1004849,7,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,2 to 5 years,CAMISETA,50.0,50,39990.0,8.301510874979257e-05,White
1004850,7,Moda,CAMISETA MANGA CORTA,Gris Jaspe,Gris Jaspe,2 to 5 years,CAMISETA,68.0,68,39990.0,7.95074280983929e-05,Gray
1004851,7,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,2 to 5 years,CAMISETA,72.0,72,39990.0,8.538696899978666e-05,White
1004852,7,Moda,CAMISETA MANGA CORTA,Gris Jaspe,Gris Jaspe,2 to 5 years,CAMISETA,88.0,88,39990.0,8.396930540208908e-05,Gray
1004853,7,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,6 to 16 years,CAMISETA,99.0,86,35990.0,8.137124521019277e-05,White
1004854,7,Moda,CAMISETA MANGA CORTA,Verde,Verde 18-0426,6 to 16 years,CAMISETA,29.0,23,35990.0,8.30151087497925e-05,Green
1004855,7,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,6 to 16 years,CAMISETA,104.0,58,35990.0,8.144878594319277e-05,White
1004856,7,Moda,CAMISETA MANGA CORTA,Verde,Verde 18-0426,6 to 16 years,CAMISETA,42.0,31,35990.0,8.108452482537878e-05,Green
1004857,7,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,6 to 16 years,CAMISETA,118.0,78,35990.0,8.2317502793912e-05,White
1004858,7,Moda,CAMISETA MANGA CORTA,Verde,Verde 18-0426,6 to 16 years,CAMISETA,45.0,33,35990.0,7.782666445293053e-05,Green
1004859,7,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,6 to 16 years,CAMISETA,142.0,99,35990.0,8.24345835137801e-05,White
1004860,7,Moda,CAMISETA MANGA CORTA,Verde,Verde 18-0426,6 to 16 years,CAMISETA,46.0,38,35990.0,7.793255107123384e-05,Green
1004863,7,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,6 to 16 years,CAMISETA,58.0,48,35990.0,7.893239848340935e-05,White
1004864,7,Moda,CAMISETA MANGA CORTA,Verde,Verde 18-0426,6 to 16 years,CAMISETA,24.0,18,35990.0,8.301510874979246e-05,Green
1004865,7,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,6 to 16 years,CAMISETA,80.0,60,35990.0,8.099034999979767e-05,White
1004866,7,Moda,CAMISETA MANGA CORTA,Verde,Verde 18-0426,6 to 16 years,CAMISETA,42.0,35,35990.0,8.50398674997875e-05,Green
1004901,7,Moda,CAMISA MANGA LARGA,Indigo Oscuro,Indigo Oscuro,6 to 16 years,CAMISA,5.0,5,85990.0,8.301510874979246e-05,Blue
1004902,7,Moda,CAMISA MANGA LARGA,Indigo Oscuro,Indigo Oscuro,6 to 16 years,CAMISA,6.0,6,85990.0,7.115580749982211e-05,Blue
1004903,7,Moda,CAMISA MANGA LARGA,Indigo Oscuro,Indigo Oscuro,6 to 16 years,CAMISA,5.0,5,85990.0,8.301510874979246e-05,Blue
1004904,7,Moda,CAMISA MANGA LARGA,Indigo Oscuro,Indigo Oscuro,6 to 16 years,CAMISA,7.0,7,85990.0,8.301510874979246e-05,Blue
1004906,7,Moda,CAMISA MANGA LARGA,Indigo Oscuro,Indigo Oscuro,6 to 16 years,CAMISA,6.0,6,85990.0,8.301510874979246e-05,Blue
1004907,7,Moda,CAMISA MANGA LARGA,Indigo Oscuro,Indigo Oscuro,6 to 16 years,CAMISA,11.0,11,85990.0,8.301510874979246e-05,Blue
1004908,7,Moda,CAMISA MANGA CORTA,Indigo Medio,Indigo Medio,6 to 16 years,CAMISA,44.0,33,69990.0,7.940575619545374e-05,Blue
1004909,7,Moda,CAMISA MANGA CORTA,Indigo Medio,Indigo Medio,6 to 16 years,CAMISA,32.0,32,69990.0,8.04994993937382e-05,Blue
1004910,7,Moda,CAMISA MANGA CORTA,Indigo Medio,Indigo Medio,6 to 16 years,CAMISA,28.0,28,69990.0,8.301510874979249e-05,Blue
1004911,7,Moda,CAMISA MANGA CORTA,Indigo Medio,Indigo Medio,6 to 16 years,CAMISA,27.0,27,69990.0,8.301510874979249e-05,Blue
1004913,7,Moda,CAMISA MANGA CORTA,Indigo Medio,Indigo Medio,6 to 16 years,CAMISA,31.0,31,69990.0,8.042088660136149e-05,Blue
1004914,7,Moda,CAMISA MANGA CORTA,Indigo Medio,Indigo Medio,6 to 16 years,CAMISA,46.0,37,69990.0,8.48598889442324e-05,Blue
1005014,7,Moda,DENIM,Indigo Oscuro,Indigo Oscuro,2 to 5 years,DENIM,28.0,21,85990.0,8.301510874979249e-05,Blue
1005015,7,Moda,DENIM,Indigo Oscuro,Indigo Oscuro,2 to 5 years,DENIM,42.0,37,85990.0,7.748076816647305e-05,Blue
1005016,7,Moda,DENIM,Indigo Oscuro,Indigo Oscuro,2 to 5 years,DENIM,70.0,39,85990.0,7.960352893815729e-05,Blue
1005017,7,Moda,DENIM,Indigo Oscuro,Indigo Oscuro,2 to 5 years,DENIM,83.0,42,85990.0,8.202683364562842e-05,Blue
1005018,7,Moda,DENIM,Indigo Oscuro,Indigo Oscuro,2 to 5 years,DENIM,125.0,39,85990.0,8.235625868034984e-05,Blue
1005019,7,Moda,LEGGINGS,Indigo Oscuro,Indigo Oscuro,2 to 5 years,PANTALON LARGO,15.0,15,39990.0,8.301510874979246e-05,Blue
1005020,7,Moda,LEGGINGS,Indigo Oscuro,Indigo Oscuro,2 to 5 years,PANTALON LARGO,25.0,25,39990.0,8.301510874979247e-05,Blue
1005021,7,Moda,LEGGINGS,Indigo Oscuro,Indigo Oscuro,2 to 5 years,PANTALON LARGO,31.0,30,39990.0,8.301510874979249e-05,Blue
1005022,7,Moda,LEGGINGS,Indigo Oscuro,Indigo Oscuro,2 to 5 years,PANTALON LARGO,39.0,39,39990.0,8.093973103104773e-05,Blue
1005023,7,Moda,LEGGINGS,Indigo Oscuro,Indigo Oscuro,2 to 5 years,PANTALON LARGO,69.0,69,39990.0,8.30151087497926e-05,Blue
1005075,7,Moda,CAMISETA MANGA CORTA,Azul,Azul 19-4024,6 to 16 years,CAMISETA,45.0,44,45990.0,8.301510874979255e-05,Blue
1005076,7,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,6 to 16 years,CAMISETA,39.0,39,45990.0,8.519971687478708e-05,White
1005077,7,Moda,CAMISETA MANGA CORTA,Azul,Azul 19-4024,6 to 16 years,CAMISETA,47.0,47,45990.0,8.481978502696196e-05,Blue
1005078,7,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,6 to 16 years,CAMISETA,46.0,46,45990.0,8.12488298402225e-05,White
1005079,7,Moda,CAMISETA MANGA CORTA,Azul,Azul 19-4024,6 to 16 years,CAMISETA,40.0,40,45990.0,8.301510874979254e-05,Blue
1005080,7,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,6 to 16 years,CAMISETA,43.0,43,45990.0,8.301510874979255e-05,White
1005081,7,Moda,CAMISETA MANGA CORTA,Azul,Azul 19-4024,6 to 16 years,CAMISETA,41.0,41,45990.0,8.509048646853733e-05,Blue
1005082,7,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,6 to 16 years,CAMISETA,62.0,62,45990.0,8.30151087497926e-05,White
1005085,7,Moda,CAMISETA MANGA CORTA,Azul,Azul 19-4024,6 to 16 years,CAMISETA,31.0,31,45990.0,8.301510874979249e-05,Blue
1005086,7,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,6 to 16 years,CAMISETA,26.0,26,45990.0,8.633571309978417e-05,White
1005087,7,Moda,CAMISETA MANGA CORTA,Azul,Azul 19-4024,6 to 16 years,CAMISETA,44.0,44,45990.0,8.301510874979255e-05,Blue
1005088,7,Moda,CAMISETA MANGA CORTA,Blanco,Blanco 10-0000,6 to 16 years,CAMISETA,40.0,40,45990.0,8.099034999979761e-05,White
1005090,7,Moda,BERMUDA,Azul,Azul 19-4057,2 to 5 years,PANTALON CORTO,38.0,12,45990.0,8.301510874979254e-05,Blue
1005091,7,Moda,BERMUDA,Rojo,Rojo 18-1660,2 to 5 years,PANTALON CORTO,68.0,17,45990.0,8.064324849979853e-05,Red
1005092,7,Moda,BERMUDA,Azul,Azul 19-4057,2 to 5 years,PANTALON CORTO,43.0,20,45990.0,8.301510874979255e-05,Blue
1005093,7,Moda,BERMUDA,Rojo,Rojo 18-1660,2 to 5 years,PANTALON CORTO,95.0,26,45990.0,9.278159213212115e-05,Red
1005094,7,Moda,BERMUDA,Azul,Azul 19-4057,2 to 5 years,PANTALON CORTO,65.0,58,45990.0,8.175730407176543e-05,Blue
1005095,7,Moda,BERMUDA,Rojo,Rojo 18-1660,2 to 5 years,PANTALON CORTO,122.0,88,45990.0,8.301510874979264e-05,Red
1005096,7,Moda,BERMUDA,Azul,Azul 19-4057,2 to 5 years,PANTALON CORTO,80.0,80,45990.0,8.001456265040252e-05,Blue
1005097,7,Moda,BERMUDA,Rojo,Rojo 18-1660,2 to 5 years,PANTALON CORTO,155.0,70,45990.0,8.301510874979265e-05,Red
1005098,7,Moda,BERMUDA,Azul,Azul 19-4057,2 to 5 years,PANTALON CORTO,87.0,87,45990.0,7.936609298057097e-05,Blue
1005099,7,Moda,BERMUDA,Rojo,Rojo 18-1660,2 to 5 years,PANTALON CORTO,148.0,108,45990.0,7.825628085967714e-05,Red
1005100,7,Moda,CAMISA MANGA LARGA,Indigo Medio,Indigo Medio,2 to 5 years,CAMISA,14.0,14,79990.0,8.940088634593034e-05,Blue
1005101,7,Moda,CAMISA MANGA LARGA,Indigo Medio,Indigo Medio,2 to 5 years,CAMISA,19.0,19,79990.0,7.51089079164789e-05,Blue
1005102,7,Moda,CAMISA MANGA LARGA,Indigo Medio,Indigo Medio,2 to 5 years,CAMISA,31.0,31,79990.0,8.578227904145226e-05,Blue
1005103,7,Moda,CAMISA MANGA LARGA,Indigo Medio,Indigo Medio,2 to 5 years,CAMISA,30.0,30,79990.0,8.587769870668189e-05,Blue
1005104,7,Moda,CAMISA MANGA LARGA,Indigo Medio,Indigo Medio,2 to 5 years,CAMISA,42.0,42,79990.0,8.108452482537878e-05,Blue
1005115,7,Moda,SUDADERA,Gris Jaspe,Gris Jaspe,2 to 5 years,PANTALON LARGO,16.0,1,49990.0,8.301510874979246e-05,Gray
1005116,7,Moda,SUDADERA,Rosado,Rosa 13-1310,2 to 5 years,PANTALON LARGO,19.0,7,49990.0,8.301510874979246e-05,Pink
1005117,7,Moda,SUDADERA,Gris Jaspe,Gris Jaspe,2 to 5 years,PANTALON LARGO,24.0,9,49990.0,8.662446130413126e-05,Gray
1005118,7,Moda,SUDADERA,Rosado,Rosa 13-1310,2 to 5 years,PANTALON LARGO,25.0,13,49990.0,8.301510874979247e-05,Pink
1005119,7,Moda,SUDADERA,Gris Jaspe,Gris Jaspe,2 to 5 years,PANTALON LARGO,37.0,14,49990.0,8.301510874979254e-05,Gray
1005120,7,Moda,SUDADERA,Rosado,Rosa 13-1310,2 to 5 years,PANTALON LARGO,37.0,13,49990.0,8.301510874979254e-05,Pink
1005121,7,Moda,SUDADERA,Gris Jaspe,Gris Jaspe,2 to 5 years,PANTALON LARGO,42.0,15,49990.0,8.301510874979255e-05,Gray
1005122,7,Moda,SUDADERA,Rosado,Rosa 13-1310,2 to 5 years,PANTALON LARGO,56.0,19,49990.0,8.452447436342517e-05,Pink
1005123,7,Moda,SUDADERA,Gris Jaspe,Gris Jaspe,2 to 5 years,PANTALON LARGO,64.0,23,49990.0,8.173795323056502e-05,Gray
1005124,7,Moda,SUDADERA,Rosado,Rosa 13-1310,2 to 5 years,PANTALON LARGO,85.0,33,49990.0,8.400338385395679e-05,Pink
1005169,7,Moda,CAMISA MANGA CORTA,Indigo Claro,Indigo Claro,2 to 5 years,CAMISA,7.0,7,65990.0,8.301510874979246e-05,Blue
1005170,7,Moda,CAMISA MANGA CORTA,Indigo Claro,Indigo Claro,2 to 5 years,CAMISA,23.0,23,65990.0,8.301510874979246e-05,Blue
1005171,7,Moda,CAMISA MANGA CORTA,Indigo Claro,Indigo Claro,2 to 5 years,CAMISA,25.0,25,65990.0,7.982221995172352e-05,Blue
1005172,7,Moda,CAMISA MANGA CORTA,Indigo Claro,Indigo Claro,2 to 5 years,CAMISA,33.0,33,65990.0,8.301510874979251e-05,Blue
1005173,7,Moda,CAMISA MANGA CORTA,Indigo Claro,Indigo Claro,2 to 5 years,CAMISA,46.0,46,65990.0,8.301510874979257e-05,Blue
1005241,7,Moda,BERMUDA,Verde,Gris 18-0515,2 to 5 years,PANTALON CORTO,13.0,8,69990.0,7.708545812480728e-05,Green
1005242,7,Moda,BERMUDA,Verde,Gris 18-0515,2 to 5 years,PANTALON CORTO,31.0,31,69990.0,7.798389003768387e-05,Green
1005243,7,Moda,BERMUDA,Verde,Gris 18-0515,2 to 5 years,PANTALON CORTO,28.0,28,69990.0,8.015251879290309e-05,Green
1005244,7,Moda,BERMUDA,Verde,Gris 18-0515,2 to 5 years,PANTALON CORTO,47.0,47,69990.0,8.301510874979257e-05,Green
1005245,7,Moda,BERMUDA,Verde,Gris 18-0515,2 to 5 years,PANTALON CORTO,55.0,55,69990.0,8.153269609354628e-05,Green
1005261,7,Moda,DENIM,Indigo Medio,Indigo Medio,0 to 24 months,DENIM,23.0,23,59990.0,7.343644235558564e-05,Blue
1005262,7,Moda,DENIM,Indigo Medio,Indigo Medio,0 to 24 months,DENIM,181.0,66,59990.0,8.394265186431547e-05,Blue
1005263,7,Moda,DENIM,Indigo Medio,Indigo Medio,0 to 24 months,DENIM,256.0,65,59990.0,8.237158077498805e-05,Blue
1005264,7,Moda,DENIM,Indigo Medio,Indigo Medio,0 to 24 months,DENIM,89.0,35,59990.0,8.395846225831297e-05,Blue
