plu,campaign,clasificacion,TIPO_PRENDA,color_comercial,codigo_color,TALLA_EDAD,grupo_articulo,dda,fac,precio,upe,color
992521,1,Moda,DENIM,Índigo Claro,Indigo Claro,6 to 16 years,DENIM,22.0,22,75990.0,7.932101213611486e-05,Blue
992522,1,Moda,DENIM,Índigo Claro,Indigo Claro,6 to 16 years,DENIM,11.0,11,75990.0,7.932101213611486e-05,Blue
992523,1,Moda,DENIM,Índigo Claro,Indigo Claro,6 to 16 years,DENIM,13.0,13,75990.0,8.59310964807911e-05,Blue
992524,1,Moda,DENIM,Índigo Claro,Indigo Claro,6 to 16 years,DENIM,22.0,22,75990.0,7.932101213611486e-05,Blue
992526,1,Moda,DENIM,Índigo Claro,Indigo Claro,6 to 16 years,DENIM,14.0,14,75990.0,7.932101213611486e-05,Blue
992527,1,Moda,DENIM,Índigo Claro,Indigo Claro,6 to 16 years,DENIM,10.0,10,75990.0,7.211001103283168e-05,Blue
992553,1,Moda,CAMISETA MANGA CORTA,Rosado,Blanco 10-0000,6 to 16 years,CAMISETA,55.0,55,33990.0,7.521820116355723e-05,Pink
992554,1,Moda,CAMISETA MANGA CORTA,Rosado,Gris Jaspe,6 to 16 years,CAMISETA,38.0,38,33990.0,7.535496152930912e-05,Pink
992555,1,Moda,CAMISETA MANGA CORTA,Rosado,Amarillo 12-0727,6 to 16 years,CAMISETA,186.0,94,33990.0,8.018319705063815e-05,Pink
992556,1,Moda,CAMISETA MANGA CORTA,Rosado,Blanco 10-0000,6 to 16 years,CAMISETA,52.0,52,33990.0,7.782438926562214e-05,Pink
992557,1,Moda,CAMISETA MANGA CORTA,Rosado,Gris Jaspe,6 to 16 years,CAMISETA,36.0,36,33990.0,7.932101213611486e-05,Pink
992558,1,Moda,CAMISETA MANGA CORTA,Rosado,Amarillo 12-0727,6 to 16 years,CAMISETA,187.0,80,33990.0,8.061428950789965e-05,Pink
992559,1,Moda,CAMISETA MANGA CORTA,Rosado,Blanco 10-0000,6 to 16 years,CAMISETA,66.0,66,33990.0,7.813711643259086e-05,Pink
992560,1,Moda,CAMISETA MANGA CORTA,Rosado,Gris Jaspe,6 to 16 years,CAMISETA,71.0,58,33990.0,7.821933141200228e-05,Pink
992561,1,Moda,CAMISETA MANGA CORTA,Rosado,Amarillo 12-0727,6 to 16 years,CAMISETA,227.0,113,33990.0,8.074381056008137e-05,Pink
992562,1,Moda,CAMISETA MANGA CORTA,Rosado,Blanco 10-0000,6 to 16 years,CAMISETA,110.0,110,33990.0,7.932101213611508e-05,Pink
992563,1,Moda,CAMISETA MANGA CORTA,Rosado,Gris Jaspe,6 to 16 years,CAMISETA,167.0,123,33990.0,7.979884955862188e-05,Pink
992564,1,Moda,CAMISETA MANGA CORTA,Rosado,Amarillo 12-0727,6 to 16 years,CAMISETA,343.0,119,33990.0,8.025695328226407e-05,Pink
992568,1,Moda,CAMISETA MANGA CORTA,Rosado,Blanco 10-0000,6 to 16 years,CAMISETA,29.0,29,33990.0,7.932101213611486e-05,Pink
992569,1,Moda,CAMISETA MANGA CORTA,Rosado,Gris Jaspe,6 to 16 years,CAMISETA,22.0,22,33990.0,7.271092779143862e-05,Pink
992570,1,Moda,CAMISETA MANGA CORTA,Rosado,Amarillo 12-0727,6 to 16 years,CAMISETA,119.0,110,33990.0,7.800992102642724e-05,Pink
992571,1,Moda,CAMISETA MANGA CORTA,Rosado,Blanco 10-0000,6 to 16 years,CAMISETA,45.0,45,33990.0,8.498679871726591e-05,Pink
992572,1,Moda,CAMISETA MANGA CORTA,Rosado,Gris Jaspe,6 to 16 years,CAMISETA,24.0,24,33990.0,7.932101213611486e-05,Pink
992573,1,Moda,CAMISETA MANGA CORTA,Rosado,Amarillo 12-0727,6 to 16 years,CAMISETA,144.0,108,33990.0,8.276975179420708e-05,Pink
992574,1,Moda,BERMUDA,Gris,Gris 15-4101,2 to 5 years,PANTALON CORTO,6.0,6,59990.0,7.932101213611486e-05,Gray
992575,1,Moda,BERMUDA,Gris,Violeta 15-3920,2 to 5 years,PANTALON CORTO,11.0,11,59990.0,7.932101213611486e-05,Gray
992576,1,Moda,BERMUDA,Gris,Gris 15-4101,2 to 5 years,PANTALON CORTO,17.0,17,59990.0,8.427857539462204e-05,Gray
992577,1,Moda,BERMUDA,Gris,Violeta 15-3920,2 to 5 years,PANTALON CORTO,18.0,18,59990.0,7.932101213611486e-05,Gray
992578,1,Moda,BERMUDA,Gris,Gris 15-4101,2 to 5 years,PANTALON CORTO,16.0,16,59990.0,7.932101213611486e-05,Gray
992579,1,Moda,BERMUDA,Gris,Violeta 15-3920,2 to 5 years,PANTALON CORTO,29.0,29,59990.0,8.21539054266904e-05,Gray
992580,1,Moda,BERMUDA,Gris,Gris 15-4101,2 to 5 years,PANTALON CORTO,25.0,25,59990.0,8.262605430845299e-05,Gray
992581,1,Moda,BERMUDA,Gris,Violeta 15-3920,2 to 5 years,PANTALON CORTO,40.0,40,59990.0,7.738635330352669e-05,Gray
992582,1,Moda,BERMUDA,Gris,Gris 15-4101,2 to 5 years,PANTALON CORTO,33.0,33,59990.0,7.932101213611486e-05,Gray
992583,1,Moda,BERMUDA,Gris,Violeta 15-3920,2 to 5 years,PANTALON CORTO,48.0,48,59990.0,8.100869324539389e-05,Gray
992714,1,Moda,LEGGINGS,Rosado,Rosado 15-1626,0 to 24 months,PANTALON LARGO,7.0,7,22990.0,7.932101213611486e-05,Pink
992715,1,Moda,LEGGINGS,Rosado,Rosado 15-1626,0 to 24 months,PANTALON LARGO,6.0,6,22990.0,7.932101213611486e-05,Pink
992716,1,Moda,LEGGINGS,Rosado,Rosado 15-1626,0 to 24 months,PANTALON LARGO,21.0,21,22990.0,7.932101213611486e-05,Pink
992717,1,Moda,LEGGINGS,Rosado,Rosado 15-1626,0 to 24 months,PANTALON LARGO,1.0,1,22990.0,7.932101213611486e-05,Pink
992718,1,Moda,LEGGINGS,Rosado,Rosado 15-1626,0 to 24 months,PANTALON LARGO,9.0,9,22990.0,7.932101213611486e-05,Pink
992781,2,Moda,DENIM,Indigo negro,Indigo Black,2 to 5 years,DENIM,1.0,1,69990.0,8.411136344520145e-05,Blue
992782,2,Moda,DENIM,Indigo negro,Indigo Claro,2 to 5 years,DENIM,9.0,9,69990.0,8.411136344520145e-05,Blue
992783,2,Moda,DENIM,Indigo negro,Indigo Black,2 to 5 years,DENIM,5.0,5,69990.0,8.411136344520145e-05,Blue
992784,2,Moda,DENIM,Indigo negro,Indigo Claro,2 to 5 years,DENIM,9.0,9,69990.0,8.411136344520145e-05,Blue
992785,2,Moda,DENIM,Indigo negro,Indigo Black,2 to 5 years,DENIM,20.0,20,69990.0,8.411136344520145e-05,Blue
992786,2,Moda,DENIM,Indigo negro,Indigo Claro,2 to 5 years,DENIM,15.0,15,69990.0,7.885440322987636e-05,Blue
992787,2,Moda,DENIM,Indigo negro,Indigo Black,2 to 5 years,DENIM,15.0,15,69990.0,8.411136344520145e-05,Blue
992788,2,Moda,DENIM,Indigo negro,Indigo Claro,2 to 5 years,DENIM,9.0,9,69990.0,8.411136344520145e-05,Blue
992789,2,Moda,DENIM,Indigo negro,Indigo Black,2 to 5 years,DENIM,24.0,24,69990.0,8.411136344520145e-05,Blue
992790,2,Moda,DENIM,Indigo negro,Indigo Claro,2 to 5 years,DENIM,16.0,16,69990.0,7.476565639573462e-05,Blue
992923,2,Moda,DENIM,Índigo,Indigo Dirty,2 to 5 years,DENIM,8.0,8,75990.0,8.411136344520145e-05,Blue
992924,2,Moda,DENIM,Índigo,Indigo Oscuro,2 to 5 years,DENIM,12.0,12,75990.0,8.411136344520145e-05,Blue
992925,2,Moda,DENIM,Índigo,Indigo Dirty,2 to 5 years,DENIM,12.0,12,75990.0,7.764125856480134e-05,Blue
992926,2,Moda,DENIM,Índigo,Indigo Oscuro,2 to 5 years,DENIM,26.0,26,75990.0,8.099612776204584e-05,Blue
992927,2,Moda,DENIM,Índigo,Indigo Dirty,2 to 5 years,DENIM,26.0,26,75990.0,8.411136344520145e-05,Blue
992928,2,Moda,DENIM,Índigo,Indigo Oscuro,2 to 5 years,DENIM,36.0,36,75990.0,8.411136344520145e-05,Blue
992929,2,Moda,DENIM,Índigo,Indigo Dirty,2 to 5 years,DENIM,39.0,39,75990.0,8.411136344520145e-05,Blue
992930,2,Moda,DENIM,Índigo,Indigo Oscuro,2 to 5 years,DENIM,42.0,42,75990.0,8.411136344520145e-05,Blue
992931,2,Moda,DENIM,Índigo,Indigo Dirty,2 to 5 years,DENIM,46.0,46,75990.0,8.232175996764396e-05,Blue
992932,2,Moda,DENIM,Índigo,Indigo Oscuro,2 to 5 years,DENIM,60.0,60,75990.0,8.411136344520145e-05,Blue
992936,2,Moda,PANTALON LARGO,Rosado,Rosado 15-1626,0 to 24 months,PANTALON LARGO,7.0,7,59990.0,7.359744301455127e-05,Pink
992937,2,Moda,PANTALON LARGO,Rosado,Rosado 15-1626,0 to 24 months,PANTALON LARGO,9.0,9,59990.0,8.411136344520145e-05,Pink
992938,2,Moda,PANTALON LARGO,Rosado,Rosado 15-1626,0 to 24 months,PANTALON LARGO,2.0,2,59990.0,8.411136344520145e-05,Pink
992939,2,Moda,PANTALON LARGO,Rosado,Rosado 15-1626,0 to 24 months,PANTALON LARGO,5.0,5,59990.0,8.411136344520145e-05,Pink
992958,1,Moda,MORRAL,Rosado,Rosado 15-1614,6 to 16 years,ACCESORIO,208.0,106,95990.0,8.504520888820594e-05,Pink
992988,1,Moda,BERMUDA,Gris,Gris 18-4005,6 to 16 years,PANTALON CORTO,36.0,32,69990.0,7.932101213611486e-05,Gray
992989,1,Moda,BERMUDA,Gris,Vinotinto 17-1525,6 to 16 years,PANTALON CORTO,8.0,8,69990.0,7.932101213611486e-05,Gray
992990,1,Moda,BERMUDA,Gris,Gris 18-4005,6 to 16 years,PANTALON CORTO,28.0,28,69990.0,7.932101213611486e-05,Gray
992991,1,Moda,BERMUDA,Gris,Vinotinto 17-1525,6 to 16 years,PANTALON CORTO,11.0,11,69990.0,7.271092779143862e-05,Gray
992992,1,Moda,BERMUDA,Gris,Gris 18-4005,6 to 16 years,PANTALON CORTO,38.0,37,69990.0,8.146482327492877e-05,Gray
992993,1,Moda,BERMUDA,Gris,Vinotinto 17-1525,6 to 16 years,PANTALON CORTO,5.0,5,69990.0,7.932101213611486e-05,Gray
992994,1,Moda,BERMUDA,Gris,Gris 18-4005,6 to 16 years,PANTALON CORTO,28.0,28,69990.0,7.658580482107641e-05,Gray
992995,1,Moda,BERMUDA,Gris,Vinotinto 17-1525,6 to 16 years,PANTALON CORTO,17.0,17,69990.0,7.932101213611486e-05,Gray
992998,1,Moda,BERMUDA,Gris,Gris 18-4005,6 to 16 years,PANTALON CORTO,22.0,22,69990.0,7.271092779143862e-05,Gray
992999,1,Moda,BERMUDA,Gris,Vinotinto 17-1525,6 to 16 years,PANTALON CORTO,7.0,7,69990.0,7.932101213611486e-05,Gray
993000,1,Moda,BERMUDA,Gris,Gris 18-4005,6 to 16 years,PANTALON CORTO,39.0,39,69990.0,7.733798683271199e-05,Gray
993001,1,Moda,BERMUDA,Gris,Vinotinto 17-1525,6 to 16 years,PANTALON CORTO,13.0,13,69990.0,7.36552255549638e-05,Gray
993050,2,Moda,DENIM,Índigo Claro,Indigo Claro,6 to 16 years,DENIM,6.0,6,85990.0,7.209545438160124e-05,Blue
993051,2,Moda,DENIM,Índigo Claro,Indigo Oscuro,6 to 16 years,DENIM,7.0,7,85990.0,8.411136344520145e-05,Blue
993052,2,Moda,DENIM,Índigo Claro,Indigo Claro,6 to 16 years,DENIM,11.0,11,85990.0,8.411136344520145e-05,Blue
993053,2,Moda,DENIM,Índigo Claro,Indigo Oscuro,6 to 16 years,DENIM,3.0,3,85990.0,8.411136344520145e-05,Blue
993054,2,Moda,DENIM,Índigo Claro,Indigo Claro,6 to 16 years,DENIM,4.0,4,85990.0,8.411136344520145e-05,Blue
993055,2,Moda,DENIM,Índigo Claro,Indigo Oscuro,6 to 16 years,DENIM,5.0,5,85990.0,8.411136344520145e-05,Blue
993056,2,Moda,DENIM,Índigo Claro,Indigo Claro,6 to 16 years,DENIM,4.0,4,85990.0,8.411136344520145e-05,Blue
993057,2,Moda,DENIM,Índigo Claro,Indigo Oscuro,6 to 16 years,DENIM,2.0,2,85990.0,8.411136344520145e-05,Blue
993060,2,Moda,DENIM,Índigo Claro,Indigo Claro,6 to 16 years,DENIM,7.0,7,85990.0,8.411136344520145e-05,Blue
993061,2,Moda,DENIM,Índigo Claro,Indigo Oscuro,6 to 16 years,DENIM,15.0,15,85990.0,8.411136344520145e-05,Blue
993062,2,Moda,DENIM,Índigo Claro,Indigo Claro,6 to 16 years,DENIM,12.0,12,85990.0,8.411136344520145e-05,Blue
993063,2,Moda,DENIM,Índigo Claro,Indigo Oscuro,6 to 16 years,DENIM,16.0,16,85990.0,8.411136344520145e-05,Blue
993064,2,Moda,PANTALON LARGO,Negro,Gris 19-4007,2 to 5 years,PANTALON LARGO,7.0,7,75990.0,7.359744301455127e-05,Black
993065,2,Moda,PANTALON LARGO,Negro,Violeta 15-3920,2 to 5 years,PANTALON LARGO,8.0,8,75990.0,8.411136344520145e-05,Black
993066,2,Moda,PANTALON LARGO,Negro,Gris 19-4007,2 to 5 years,PANTALON LARGO,8.0,8,75990.0,7.476565639573462e-05,Black
993067,2,Moda,PANTALON LARGO,Negro,Violeta 15-3920,2 to 5 years,PANTALON LARGO,12.0,12,75990.0,8.411136344520145e-05,Black
993068,2,Moda,PANTALON LARGO,Negro,Gris 19-4007,2 to 5 years,PANTALON LARGO,14.0,14,75990.0,8.411136344520145e-05,Black
993069,2,Moda,PANTALON LARGO,Negro,Violeta 15-3920,2 to 5 years,PANTALON LARGO,29.0,29,75990.0,8.411136344520145e-05,Black
993070,2,Moda,PANTALON LARGO,Negro,Gris 19-4007,2 to 5 years,PANTALON LARGO,15.0,15,75990.0,7.885440322987636e-05,Black
993071,2,Moda,PANTALON LARGO,Negro,Violeta 15-3920,2 to 5 years,PANTALON LARGO,32.0,31,75990.0,8.411136344520145e-05,Black
993072,2,Moda,PANTALON LARGO,Negro,Gris 19-4007,2 to 5 years,PANTALON LARGO,20.0,20,75990.0,8.411136344520145e-05,Black
993073,2,Moda,PANTALON LARGO,Negro,Violeta 15-3920,2 to 5 years,PANTALON LARGO,44.0,44,75990.0,8.411136344520145e-05,Black
993088,2,Moda,DENIM,Índigo Medio,Indigo Oscuro,6 to 16 years,DENIM,18.0,18,89990.0,8.411136344520145e-05,Blue
993089,2,Moda,DENIM,Índigo Medio,Indigo Medio,6 to 16 years,DENIM,22.0,22,89990.0,7.710208315810133e-05,Blue
993090,2,Moda,DENIM,Índigo Medio,Indigo Oscuro,6 to 16 years,DENIM,17.0,17,89990.0,8.411136344520145e-05,Blue
993091,2,Moda,DENIM,Índigo Medio,Indigo Medio,6 to 16 years,DENIM,8.0,8,89990.0,8.411136344520145e-05,Blue
993092,2,Moda,DENIM,Índigo Medio,Indigo Oscuro,6 to 16 years,DENIM,6.0,6,89990.0,7.209545438160124e-05,Blue
993093,2,Moda,DENIM,Índigo Medio,Indigo Medio,6 to 16 years,DENIM,12.0,12,89990.0,9.175785103112885e-05,Blue
993094,2,Moda,DENIM,Índigo Medio,Indigo Oscuro,6 to 16 years,DENIM,9.0,9,89990.0,8.411136344520145e-05,Blue
993095,2,Moda,DENIM,Índigo Medio,Indigo Medio,6 to 16 years,DENIM,6.0,6,89990.0,7.209545438160124e-05,Blue
993098,2,Moda,DENIM,Índigo Medio,Indigo Oscuro,6 to 16 years,DENIM,24.0,24,89990.0,8.074690890739339e-05,Blue
993099,2,Moda,DENIM,Índigo Medio,Indigo Medio,6 to 16 years,DENIM,27.0,27,89990.0,7.831057975932548e-05,Blue
993100,2,Moda,DENIM,Índigo Medio,Indigo Oscuro,6 to 16 years,DENIM,22.0,22,89990.0,7.710208315810133e-05,Blue
993101,2,Moda,DENIM,Índigo Medio,Indigo Medio,6 to 16 years,DENIM,25.0,25,89990.0,7.788089207889023e-05,Blue
993113,2,Moda,OVERALL,Blanco,Blanco 10-0000,6 to 16 years,OVERALL,79.0,79,85990.0,8.203453965643104e-05,White
993114,2,Moda,OVERALL,Blanco,Indigo Black,6 to 16 years,OVERALL,46.0,46,85990.0,8.411136344520145e-05,White
993115,2,Moda,OVERALL,Blanco,Blanco 10-0000,6 to 16 years,OVERALL,65.0,64,85990.0,8.542560349903272e-05,White
993116,2,Moda,OVERALL,Blanco,Indigo Black,6 to 16 years,OVERALL,40.0,40,85990.0,8.411136344520145e-05,White
993117,2,Moda,OVERALL,Blanco,Blanco 10-0000,6 to 16 years,OVERALL,58.0,58,85990.0,8.268574711562175e-05,White
993118,2,Moda,OVERALL,Blanco,Indigo Black,6 to 16 years,OVERALL,55.0,55,85990.0,8.411136344520145e-05,White
993119,2,Moda,OVERALL,Blanco,Blanco 10-0000,6 to 16 years,OVERALL,55.0,55,85990.0,8.411136344520145e-05,White
993120,2,Moda,OVERALL,Blanco,Indigo Black,6 to 16 years,OVERALL,59.0,59,85990.0,8.556155936667043e-05,White
993123,2,Moda,OVERALL,Blanco,Blanco 10-0000,6 to 16 years,OVERALL,38.0,38,85990.0,8.6384643538315e-05,White
993124,2,Moda,OVERALL,Blanco,Indigo Black,6 to 16 years,OVERALL,19.0,19,85990.0,8.411136344520145e-05,White
993125,2,Moda,OVERALL,Blanco,Blanco 10-0000,6 to 16 years,OVERALL,72.0,72,85990.0,8.651454525792149e-05,White
993126,2,Moda,OVERALL,Blanco,Indigo Black,6 to 16 years,OVERALL,36.0,36,85990.0,8.18380833520879e-05,White
993153,1,Moda,CAMISETA MANGA CORTA,Amarillo,Rosado 16-2124,2 to 5 years,CAMISETA,34.0,10,27990.0,7.932101213611486e-05,Yellow
993154,1,Moda,CAMISETA MANGA CORTA,Amarillo,Rosado 16-2124,2 to 5 years,CAMISETA,62.0,62,27990.0,7.932101213611494e-05,Yellow
993155,1,Moda,CAMISETA MANGA CORTA,Amarillo,Rosado 16-2124,2 to 5 years,CAMISETA,86.0,86,27990.0,7.664727015399881e-05,Yellow
993156,1,Moda,CAMISETA MANGA CORTA,Amarillo,Rosado 16-2124,2 to 5 years,CAMISETA,83.0,83,27990.0,7.65540000848552e-05,Yellow
993157,1,Moda,CAMISETA MANGA CORTA,Amarillo,Rosado 16-2124,2 to 5 years,CAMISETA,145.0,145,27990.0,8.043039692123561e-05,Yellow
993188,1,Moda,MORRAL,Verde,Verde 16-6444,2 to 5 years,ACCESORIO,142.0,142,119990.0,7.98835725058748e-05,Green
993189,1,Moda,LONCHERA,Verde,Verde 16-6444,2 to 5 years,ACCESORIO,155.0,155,55990.0,8.142223100064799e-05,Green
993190,1,Moda,CARTUCHERA,Rosado,Rosado 15-1614,6 to 16 years,ACCESORIO,408.0,408,25990.0,8.7942861281345e-05,Pink
993191,1,Moda,LONCHERA,Rosado,Rosado 15-1614,6 to 16 years,ACCESORIO,115.0,115,59990.0,8.368730638213975e-05,Pink
993192,1,Moda,MORRAL,Camuflado,Verde 18-6011,6 to 16 years,ACCESORIO,114.0,114,115990.0,8.002296799572671e-05,Green
993228,3,Moda,PANTALON CORTO,Azul,Azul 19-4125,6 to 16 years,PANTALON CORTO,29.0,29,49990.0,0.00010753924255290746,Blue
993229,3,Moda,PANTALON CORTO,Azul,Gris Jaspe,6 to 16 years,PANTALON CORTO,19.0,19,49990.0,0.00011495574203931487,Blue
993230,3,Moda,PANTALON CORTO,Azul,Azul 19-4125,6 to 16 years,PANTALON CORTO,21.0,21,49990.0,0.00011495574203931487,Blue
993231,3,Moda,PANTALON CORTO,Azul,Gris Jaspe,6 to 16 years,PANTALON CORTO,11.0,11,49990.0,0.00011495574203931488,Blue
993232,3,Moda,PANTALON CORTO,Azul,Azul 19-4125,6 to 16 years,PANTALON CORTO,24.0,24,49990.0,0.00011495574203931488,Blue
993233,3,Moda,PANTALON CORTO,Azul,Gris Jaspe,6 to 16 years,PANTALON CORTO,12.0,12,49990.0,0.00011495574203931488,Blue
993234,3,Moda,PANTALON CORTO,Azul,Azul 19-4125,6 to 16 years,PANTALON CORTO,29.0,29,49990.0,0.00011495574203931488,Blue
993235,3,Moda,PANTALON CORTO,Azul,Gris Jaspe,6 to 16 years,PANTALON CORTO,13.0,13,49990.0,0.00011495574203931488,Blue
993238,3,Moda,PANTALON CORTO,Azul,Azul 19-4125,6 to 16 years,PANTALON CORTO,17.0,17,49990.0,0.00011495574203931487,Blue
993239,3,Moda,PANTALON CORTO,Azul,Gris Jaspe,6 to 16 years,PANTALON CORTO,9.0,9,49990.0,0.00011495574203931487,Blue
993240,3,Moda,PANTALON CORTO,Azul,Azul 19-4125,6 to 16 years,PANTALON CORTO,26.0,26,49990.0,0.00011495574203931488,Blue
993241,3,Moda,PANTALON CORTO,Azul,Gris Jaspe,6 to 16 years,PANTALON CORTO,16.0,16,49990.0,0.00011495574203931488,Blue
993263,3,Moda,CAMISA,Rosado,Rosado 15-1626,2 to 5 years,CAMISA,18.0,18,49990.0,0.00011495574203931487,Pink
993265,3,Moda,CAMISA,Rosado,Rosado 15-1626,2 to 5 years,CAMISA,28.0,28,49990.0,0.00010729202590336055,Pink
993267,3,Moda,CAMISA,Rosado,Rosado 15-1626,2 to 5 years,CAMISA,39.0,39,49990.0,0.00011208184848833195,Pink
993269,3,Moda,CAMISA,Rosado,Rosado 15-1626,2 to 5 years,CAMISA,33.0,33,49990.0,0.00010838684249421117,Pink
993271,3,Moda,CAMISA,Rosado,Rosado 15-1626,2 to 5 years,CAMISA,76.0,76,49990.0,0.00011648848526650562,Pink
993279,3,Moda,CAMISETA,Blanco,Blanco 10-0000,2 to 5 years,CAMISETA,47.0,47,29990.0,0.00011495574203931476,White
993280,3,Moda,CAMISETA,Blanco,Gris Jaspe,2 to 5 years,CAMISETA,29.0,29,29990.0,0.00011495574203931488,White
993281,3,Moda,CAMISETA,Blanco,Verde 12-0225,2 to 5 years,CAMISETA,31.0,31,29990.0,0.00011495574203931488,White
993282,3,Moda,CAMISETA,Blanco,Blanco 10-0000,2 to 5 years,CAMISETA,87.0,87,29990.0,0.00011364942678886808,White
993283,3,Moda,CAMISETA,Blanco,Gris Jaspe,2 to 5 years,CAMISETA,65.0,65,29990.0,0.00011675192550867898,White
993284,3,Moda,CAMISETA,Blanco,Verde 12-0225,2 to 5 years,CAMISETA,74.0,74,29990.0,0.00011342299881212386,White
993285,3,Moda,CAMISETA,Blanco,Blanco 10-0000,2 to 5 years,CAMISETA,132.0,132,29990.0,0.00011323998469544461,White
993286,3,Moda,CAMISETA,Blanco,Gris Jaspe,2 to 5 years,CAMISETA,83.0,83,29990.0,0.00011225090105015444,White
993287,3,Moda,CAMISETA,Blanco,Verde 12-0225,2 to 5 years,CAMISETA,142.0,142,29990.0,0.00011828779253320817,White
993288,3,Moda,CAMISETA,Blanco,Blanco 10-0000,2 to 5 years,CAMISETA,139.0,139,29990.0,0.0001157887546627883,White
993289,3,Moda,CAMISETA,Blanco,Gris Jaspe,2 to 5 years,CAMISETA,103.0,103,29990.0,0.00011723209336682608,White
993290,3,Moda,CAMISETA,Blanco,Verde 12-0225,2 to 5 years,CAMISETA,119.0,119,29990.0,0.00011592994324303798,White
993291,3,Moda,CAMISETA,Blanco,Blanco 10-0000,2 to 5 years,CAMISETA,195.0,195,29990.0,0.00011614699325215774,White
993292,3,Moda,CAMISETA,Blanco,Gris Jaspe,2 to 5 years,CAMISETA,143.0,143,29990.0,0.00011576528951846512,White
993293,3,Moda,CAMISETA,Blanco,Verde 12-0225,2 to 5 years,CAMISETA,197.0,171,29990.0,0.00011437515748356098,White
993301,3,Moda,CAMISETA,Blanco,Blanco 10-0000,2 to 5 years,CAMISETA,47.0,25,27990.0,0.00011256083074682903,White
993302,3,Moda,CAMISETA,Blanco,Gris Jaspe,2 to 5 years,CAMISETA,42.0,28,27990.0,0.00011228235268956328,White
993303,3,Moda,CAMISETA,Blanco,Blanco 10-0000,2 to 5 years,CAMISETA,67.0,59,27990.0,0.00011495574203931466,White
993304,3,Moda,CAMISETA,Blanco,Gris Jaspe,2 to 5 years,CAMISETA,50.0,48,27990.0,0.00011495574203931473,White
993305,3,Moda,CAMISETA,Blanco,Blanco 10-0000,2 to 5 years,CAMISETA,64.0,64,27990.0,0.00011866399178251837,White
993306,3,Moda,CAMISETA,Blanco,Gris Jaspe,2 to 5 years,CAMISETA,64.0,64,27990.0,0.00011678043635739906,White
993307,3,Moda,CAMISETA,Blanco,Blanco 10-0000,2 to 5 years,CAMISETA,63.0,63,27990.0,0.0001131595585699504,White
993308,3,Moda,CAMISETA,Blanco,Gris Jaspe,2 to 5 years,CAMISETA,66.0,66,27990.0,0.00011323998469544432,White
993309,3,Moda,CAMISETA,Blanco,Blanco 10-0000,2 to 5 years,CAMISETA,130.0,130,27990.0,0.00010908209098621129,White
993310,3,Moda,CAMISETA,Blanco,Gris Jaspe,2 to 5 years,CAMISETA,97.0,97,27990.0,0.0001115070697781354,White
993370,3,Moda,PANTALON CORTO,Indigo Claro,Indigo Claro,2 to 5 years,PANTALON CORTO,7.0,7,69990.0,0.00011495574203931488,Blue
993371,3,Moda,PANTALON CORTO,Indigo Claro,Indigo Claro,2 to 5 years,PANTALON CORTO,9.0,9,69990.0,0.00011495574203931487,Blue
993372,3,Moda,PANTALON CORTO,Indigo Claro,Indigo Claro,2 to 5 years,PANTALON CORTO,23.0,23,69990.0,0.00010575928267616969,Blue
993373,3,Moda,PANTALON CORTO,Indigo Claro,Indigo Claro,2 to 5 years,PANTALON CORTO,19.0,19,69990.0,0.00011495574203931487,Blue
993374,3,Moda,PANTALON CORTO,Indigo Claro,Indigo Claro,2 to 5 years,PANTALON CORTO,36.0,36,69990.0,0.00011495574203931484,Blue
993375,3,Moda,CAMISETA,Blanco,Blanco 10-0000,2 to 5 years,CAMISETA,18.0,18,31990.0,0.00010346016783538338,White
993376,3,Moda,CAMISETA,Blanco,Gris Jaspe,2 to 5 years,CAMISETA,42.0,42,31990.0,0.00011495574203931479,White
993377,3,Moda,CAMISETA,Blanco,Blanco 10-0000,2 to 5 years,CAMISETA,20.0,20,31990.0,0.00011495574203931487,White
993378,3,Moda,CAMISETA,Blanco,Gris Jaspe,2 to 5 years,CAMISETA,84.0,84,31990.0,0.00011495574203931481,White
993379,3,Moda,CAMISETA,Blanco,Blanco 10-0000,2 to 5 years,CAMISETA,49.0,49,31990.0,0.00011044767372404749,White
993380,3,Moda,CAMISETA,Blanco,Gris Jaspe,2 to 5 years,CAMISETA,95.0,76,31990.0,0.0001187042988449447,White
993381,3,Moda,CAMISETA,Blanco,Blanco 10-0000,2 to 5 years,CAMISETA,43.0,43,31990.0,0.00011495574203931479,White
993382,3,Moda,CAMISETA,Blanco,Gris Jaspe,2 to 5 years,CAMISETA,120.0,120,31990.0,0.00011592175667830079,White
993383,3,Moda,CAMISETA,Blanco,Blanco 10-0000,2 to 5 years,CAMISETA,67.0,66,31990.0,0.00011669749570657702,White
993384,3,Moda,CAMISETA,Blanco,Gris Jaspe,2 to 5 years,CAMISETA,163.0,162,31990.0,0.00011638376367955495,White
993385,3,Moda,PANTALON LARGO,Rosado,Rosado 15-1626,2 to 5 years,PANTALON LARGO,65.0,40,27990.0,0.00011321398837205234,Pink
993386,3,Moda,PANTALON LARGO,Rosado,Rosado 13-1409,2 to 5 years,PANTALON LARGO,54.0,54,27990.0,0.0001128656376385999,Pink
993387,3,Moda,PANTALON LARGO,Rosado,Rosado 15-1626,2 to 5 years,PANTALON LARGO,71.0,48,27990.0,0.00011495574203931469,Pink
